Tipo_Producto,Ingresos,Gastos,Cod_Pais,Continente,Pais,Trimestre,Anio
Aplicaciones,37720.12,22632.07,SWE,Europa,Suecia,T2,2021
Celulares,84493.06,65716.83,SWE,Europa,Suecia,T2,2021
Musica,40621.67,27081.11,SWE,Europa,Suecia,T2,2021
PC,138968.86,114588.35,SWE,Europa,Suecia,T2,2021
Tablets,28089.45,23161.48,SWE,Europa,Suecia,T2,2021
TV,14792.2,9509.27,SWE,Europa,Suecia,T2,2021
Accesorios,165650.89,134396.0,THA,Asia,Tailandia,T2,2021
Aplicaciones,233174.27,127185.97,THA,Asia,Tailandia,T2,2021
Celulares,685451.95,602867.38,THA,Asia,Tailandia,T2,2021
Musica,316782.57,194943.12,THA,Asia,Tailandia,T2,2021
PC,1394954.84,1239959.86,THA,Asia,Tailandia,T2,2021
Tablets,199779.96,176549.74,THA,Asia,Tailandia,T2,2021
TV,112623.83,61431.18,THA,Asia,Tailandia,T2,2021
Accesorios,160208.69,143344.62,TUR,Asia,Turquía,T2,2021
Aplicaciones,260781.34,160480.83,TUR,Asia,Turquía,T2,2021
Celulares,558565.44,455127.39,TUR,Asia,Turquía,T2,2021
Musica,285060.98,179482.84,TUR,Asia,Turquía,T2,2021
PC,1164333.59,987919.41,TUR,Asia,Turquía,T2,2021
Tablets,241013.66,196381.5,TUR,Asia,Turquía,T2,2021
TV,123754.02,77919.2,TUR,Asia,Turquía,T2,2021
Accesorios,112640.5,98382.21,TZA,África,Tanzania,T2,2021
Aplicaciones,194857.2,125265.34,TZA,África,Tanzania,T2,2021
Celulares,550914.45,448893.26,TZA,África,Tanzania,T2,2021
Musica,264631.4,154368.32,TZA,África,Tanzania,T2,2021
PC,721435.6,639454.28,TZA,África,Tanzania,T2,2021
Tablets,187038.86,154225.02,TZA,África,Tanzania,T2,2021
TV,75845.54,50563.7,TZA,África,Tanzania,T2,2021
Accesorios,101787.31,104509.0,UKR,Europa,Ucrania,T2,2021
Aplicaciones,211434.64,137485.39,UKR,Europa,Ucrania,T2,2021
Celulares,411741.13,412167.02,UKR,Europa,Ucrania,T2,2021
Musica,195577.04,138461.62,UKR,Europa,Ucrania,T2,2021
PC,595234.46,570652.51,UKR,Europa,Ucrania,T2,2021
Tablets,161063.44,153888.43,UKR,Europa,Ucrania,T2,2021
TV,82972.08,57272.76,UKR,Europa,Ucrania,T2,2021
Accesorios,3296184.68,2546550.7,USA,América,Estados Unidos,T2,2021
Aplicaciones,5130954.13,3215500.49,USA,América,Estados Unidos,T2,2021
Celulares,12195883.28,9378249.55,USA,América,Estados Unidos,T2,2021
Musica,6804570.05,4339146.12,USA,América,Estados Unidos,T2,2021
PC,17814211.53,13489747.13,USA,América,Estados Unidos,T2,2021
Tablets,4649456.97,3869734.38,USA,América,Estados Unidos,T2,2021
TV,2317931.03,1293338.33,USA,América,Estados Unidos,T2,2021
Accesorios,73158.11,63778.87,VEN,América,Venezuela,T2,2021
Aplicaciones,145145.7,79170.38,VEN,América,Venezuela,T2,2021
Celulares,342324.76,301571.82,VEN,América,Venezuela,T2,2021
Musica,153107.28,100311.67,VEN,América,Venezuela,T2,2021
PC,541588.43,444876.21,VEN,América,Venezuela,T2,2021
Tablets,94250.45,82010.14,VEN,América,Venezuela,T2,2021
TV,51690.06,31014.04,VEN,América,Venezuela,T2,2021
Accesorios,67798.4,57036.75,YEM,Asia,Yemen,T2,2021
Aplicaciones,124749.06,76768.65,YEM,Asia,Yemen,T2,2021
Celulares,245569.02,195452.89,YEM,Asia,Yemen,T2,2021
Musica,108666.43,61420.16,YEM,Asia,Yemen,T2,2021
PC,371276.96,312344.11,YEM,Asia,Yemen,T2,2021
Tablets,81428.89,72673.1,YEM,Asia,Yemen,T2,2021
TV,43076.33,24347.49,YEM,Asia,Yemen,T2,2021
Accesorios,124312.95,98938.49,ZAF,África,Sudáfrica,T2,2021
Aplicaciones,216624.55,128674.98,ZAF,África,Sudáfrica,T2,2021
Celulares,637254.75,493282.38,ZAF,África,Sudáfrica,T2,2021
Musica,317088.11,205669.91,ZAF,África,Sudáfrica,T2,2021
PC,1076020.31,821784.14,ZAF,África,Sudáfrica,T2,2021
Tablets,205116.37,167521.91,ZAF,África,Sudáfrica,T2,2021
TV,93234.71,58737.87,ZAF,África,Sudáfrica,T2,2021
Accesorios,11118.89,9532.88,NZL,Oceanía,Nueva Zelanda,T2,2021
Aplicaciones,16228.27,9629.96,NZL,Oceanía,Nueva Zelanda,T2,2021
Celulares,39994.81,34514.72,NZL,Oceanía,Nueva Zelanda,T2,2021
Musica,26400.51,16708.97,NZL,Oceanía,Nueva Zelanda,T2,2021
PC,82151.83,71206.07,NZL,Oceanía,Nueva Zelanda,T2,2021
Tablets,16770.68,14451.33,NZL,Oceanía,Nueva Zelanda,T2,2021
TV,7936.64,4937.4,NZL,Oceanía,Nueva Zelanda,T2,2021
Accesorios,60825.01,48153.13,AGO,África,Angola,T3,2019
Aplicaciones,120489.23,68102.61,AGO,África,Angola,T3,2019
Celulares,260894.04,220756.5,AGO,África,Angola,T3,2019
Musica,157840.89,101469.15,AGO,África,Angola,T3,2019
PC,553827.7,473562.82,AGO,África,Angola,T3,2019
Tablets,89937.83,74159.26,AGO,África,Angola,T3,2019
TV,40420.2,22846.2,AGO,África,Angola,T3,2019
Accesorios,87962.04,74429.42,ARG,América,Argentina,T3,2019
Aplicaciones,139471.35,78831.63,ARG,América,Argentina,T3,2019
Celulares,418414.05,334731.24,ARG,América,Argentina,T3,2019
Musica,179320.31,104603.51,ARG,América,Argentina,T3,2019
PC,494084.67,443667.87,ARG,América,Argentina,T3,2019
Tablets,124514.64,105648.78,ARG,América,Argentina,T3,2019
TV,75518.63,46473.0,ARG,América,Argentina,T3,2019
Accesorios,58683.22,41577.69,AUS,Oceanía,Australia,T3,2019
Aplicaciones,98676.24,53285.17,AUS,Oceanía,Australia,T3,2019
Celulares,226877.66,170158.25,AUS,Oceanía,Australia,T3,2019
Musica,123134.46,66492.61,AUS,Oceanía,Australia,T3,2019
PC,291045.08,230381.47,AUS,Oceanía,Australia,T3,2019
Tablets,87578.91,69090.03,AUS,Oceanía,Australia,T3,2019
TV,36061.91,21637.14,AUS,Oceanía,Australia,T3,2019
Accesorios,19766.71,17131.15,AUT,Europa,Austria,T3,2019
Aplicaciones,34505.65,22182.2,AUT,Europa,Austria,T3,2019
Celulares,87638.25,72784.31,AUT,Europa,Austria,T3,2019
Musica,46061.03,30707.36,AUT,Europa,Austria,T3,2019
PC,132041.63,110395.46,AUT,Europa,Austria,T3,2019
Tablets,25655.76,22564.7,AUT,Europa,Austria,T3,2019
TV,13908.88,7861.54,AUT,Europa,Austria,T3,2019
Accesorios,31346.82,26868.7,BEL,Europa,Bélgica,T3,2019
Aplicaciones,60081.41,35047.49,BEL,Europa,Bélgica,T3,2019
Celulares,135921.88,120649.76,BEL,Europa,Bélgica,T3,2019
Musica,72730.13,39670.98,BEL,Europa,Bélgica,T3,2019
PC,215356.74,184145.62,BEL,Europa,Bélgica,T3,2019
Tablets,45183.84,39391.04,BEL,Europa,Bélgica,T3,2019
TV,25669.46,15796.59,BEL,Europa,Bélgica,T3,2019
Accesorios,420349.93,347875.8,BRA,América,Brasil,T3,2019
Aplicaciones,701529.95,431710.74,BRA,América,Brasil,T3,2019
Celulares,1940680.98,1651027.1,BRA,América,Brasil,T3,2019
Musica,718522.02,479014.68,BRA,América,Brasil,T3,2019
PC,3580221.81,3089780.47,BRA,América,Brasil,T3,2019
Tablets,586590.01,475912.65,BRA,América,Brasil,T3,2019
TV,340414.53,214335.08,BRA,América,Brasil,T3,2019
Accesorios,1039650.92,934635.68,CAN,América,Canadá,T3,2019
Aplicaciones,2115995.4,1269597.24,CAN,América,Canadá,T3,2019
Celulares,4496490.23,3991266.61,CAN,América,Canadá,T3,2019
Musica,2644994.25,1732927.27,CAN,América,Canadá,T3,2019
PC,10180732.6,8683566.04,CAN,América,Canadá,T3,2019
Tablets,1427457.22,1251227.93,CAN,América,Canadá,T3,2019
TV,899298.05,566224.7,CAN,América,Canadá,T3,2019
Accesorios,17635.8,15697.8,CHE,Europa,Suiza,T3,2019
Aplicaciones,31693.33,20374.28,CHE,Europa,Suiza,T3,2019
Celulares,63386.65,53925.96,CHE,Europa,Suiza,T3,2019
Musica,32761.64,21841.09,CHE,Europa,Suiza,T3,2019
PC,96124.81,82957.03,CHE,Europa,Suiza,T3,2019
Tablets,23141.16,20135.81,CHE,Europa,Suiza,T3,2019
TV,13689.14,9126.09,CHE,Europa,Suiza,T3,2019
Accesorios,52087.09,45735.0,CHL,América,Chile,T3,2019
Aplicaciones,69346.71,46231.14,CHL,América,Chile,T3,2019
Celulares,260435.43,222136.1,CHL,América,Chile,T3,2019
Musica,84924.6,46322.51,CHL,América,Chile,T3,2019
PC,239175.4,192278.26,CHL,América,Chile,T3,2019
Tablets,65108.86,57538.06,CHL,América,Chile,T3,2019
TV,32736.3,21044.76,CHL,América,Chile,T3,2019
Accesorios,3254359.49,2865935.94,CHN,Asia,China,T3,2019
Aplicaciones,5396909.32,3487233.71,CHN,Asia,China,T3,2019
Celulares,12533318.35,11357246.69,CHN,Asia,China,T3,2019
Musica,7187353.15,4265537.85,CHN,Asia,China,T3,2019
PC,22977750.28,20578602.83,CHN,Asia,China,T3,2019
Tablets,3949300.84,3653103.27,CHN,Asia,China,T3,2019
TV,2071764.37,1369666.44,CHN,Asia,China,T3,2019
Accesorios,56874.67,50692.64,CMR,África,Camerún,T3,2019
Aplicaciones,100672.31,64717.91,CMR,África,Camerún,T3,2019
Celulares,207400.1,180110.61,CMR,África,Camerún,T3,2019
Musica,135882.82,83620.2,CMR,África,Camerún,T3,2019
PC,320746.66,286257.77,CMR,África,Camerún,T3,2019
Tablets,72781.56,59548.55,CMR,África,Camerún,T3,2019
TV,41542.49,26156.38,CMR,África,Camerún,T3,2019
Accesorios,102721.26,91433.21,COL,América,Colombia,T3,2019
Aplicaciones,164902.67,109935.12,COL,América,Colombia,T3,2019
Celulares,584970.54,465588.79,COL,América,Colombia,T3,2019
Musica,185240.67,121364.58,COL,América,Colombia,T3,2019
PC,638760.93,548794.6,COL,América,Colombia,T3,2019
Tablets,145476.97,130929.27,COL,América,Colombia,T3,2019
TV,78270.71,49281.56,COL,América,Colombia,T3,2019
Accesorios,11157.63,9540.58,CRI,América,Costa Rica,T3,2019
Aplicaciones,15527.98,10173.5,CRI,América,Costa Rica,T3,2019
Celulares,39946.02,33058.78,CRI,América,Costa Rica,T3,2019
Musica,21987.1,13843.73,CRI,América,Costa Rica,T3,2019
PC,65411.61,58223.52,CRI,América,Costa Rica,T3,2019
Tablets,14495.65,12454.01,CRI,América,Costa Rica,T3,2019
TV,7928.68,4992.13,CRI,América,Costa Rica,T3,2019
Accesorios,20276.87,17833.87,CZE,Europa,República Checa,T3,2019
Aplicaciones,37707.86,25138.57,CZE,Europa,República Checa,T3,2019
Celulares,85973.92,72327.27,CZE,Europa,República Checa,T3,2019
Musica,36062.89,24041.92,CZE,Europa,República Checa,T3,2019
PC,134334.25,114579.21,CZE,Europa,República Checa,T3,2019
Tablets,28811.64,25117.84,CZE,Europa,República Checa,T3,2019
TV,17617.61,9609.6,CZE,Europa,República Checa,T3,2019
Accesorios,1040094.36,802285.13,DEU,Europa,Alemania,T3,2019
Aplicaciones,1509285.19,774766.4,DEU,Europa,Alemania,T3,2019
Celulares,5200471.79,4070339.42,DEU,Europa,Alemania,T3,2019
Musica,2071183.57,1147117.05,DEU,Europa,Alemania,T3,2019
PC,5375768.6,4507479.9,DEU,Europa,Alemania,T3,2019
Tablets,1211249.13,941957.46,DEU,Europa,Alemania,T3,2019
TV,610259.45,353078.68,DEU,Europa,Alemania,T3,2019
Accesorios,22651.02,19379.2,DOM,América,República Dominicana,T3,2019
Aplicaciones,36489.26,23577.67,DOM,América,República Dominicana,T3,2019
Celulares,90785.27,83408.97,DOM,América,República Dominicana,T3,2019
Musica,40674.41,26336.68,DOM,América,República Dominicana,T3,2019
PC,222512.92,206151.68,DOM,América,República Dominicana,T3,2019
Tablets,32516.21,30182.02,DOM,América,República Dominicana,T3,2019
TV,17272.69,12436.34,DOM,América,República Dominicana,T3,2019
Accesorios,82426.09,76120.0,DZA,África,Argelia,T3,2019
Aplicaciones,153599.47,96767.67,DZA,África,Argelia,T3,2019
Celulares,445590.54,352210.27,DZA,África,Argelia,T3,2019
Musica,181470.34,130658.65,DZA,África,Argelia,T3,2019
PC,535769.58,474433.2,DZA,África,Argelia,T3,2019
Tablets,117199.6,105727.24,DZA,África,Argelia,T3,2019
TV,57624.39,36879.61,DZA,África,Argelia,T3,2019
Accesorios,36181.32,34183.48,ECU,América,Ecuador,T3,2019
Aplicaciones,64423.58,44619.29,ECU,América,Ecuador,T3,2019
Celulares,125243.03,114172.7,ECU,América,Ecuador,T3,2019
Musica,63285.35,38989.28,ECU,América,Ecuador,T3,2019
PC,271359.91,240293.88,ECU,América,Ecuador,T3,2019
Tablets,46639.98,41770.22,ECU,América,Ecuador,T3,2019
TV,23752.99,16301.59,ECU,América,Ecuador,T3,2019
Accesorios,198455.81,164632.03,EGY,África,Egipto,T3,2019
Aplicaciones,377871.57,234967.41,EGY,África,Egipto,T3,2019
Celulares,706228.94,611952.98,EGY,África,Egipto,T3,2019
Musica,447175.53,306894.91,EGY,África,Egipto,T3,2019
PC,1651664.45,1467440.34,EGY,África,Egipto,T3,2019
Tablets,313159.62,306687.66,EGY,África,Egipto,T3,2019
TV,131623.65,87846.6,EGY,África,Egipto,T3,2019
Accesorios,104631.01,90663.6,ESP,Europa,España,T3,2019
Aplicaciones,175012.3,107107.53,ESP,Europa,España,T3,2019
Celulares,340233.7,308597.93,ESP,Europa,España,T3,2019
Musica,173762.21,121813.3,ESP,Europa,España,T3,2019
PC,737173.02,678199.17,ESP,Europa,España,T3,2019
Tablets,158480.19,137198.57,ESP,Europa,España,T3,2019
TV,67762.42,42533.95,ESP,Europa,España,T3,2019
Accesorios,16958.53,14864.52,FIN,Europa,Finlandia,T3,2019
Aplicaciones,31773.61,19254.81,FIN,Europa,Finlandia,T3,2019
Celulares,58143.54,53805.84,FIN,Europa,Finlandia,T3,2019
Musica,35173.25,25349.0,FIN,Europa,Finlandia,T3,2019
PC,144866.1,136496.06,FIN,Europa,Finlandia,T3,2019
Tablets,21421.3,20992.88,FIN,Europa,Finlandia,T3,2019
TV,10819.11,7220.76,FIN,Europa,Finlandia,T3,2019
Accesorios,153183.18,131148.37,FRA,Europa,Francia,T3,2019
Aplicaciones,249165.04,159140.63,FRA,Europa,Francia,T3,2019
Celulares,837618.65,786717.21,FRA,Europa,Francia,T3,2019
Musica,275301.23,191191.96,FRA,Europa,Francia,T3,2019
PC,1009437.86,927290.5,FRA,Europa,Francia,T3,2019
Tablets,249165.04,209560.91,FRA,Europa,Francia,T3,2019
TV,112159.76,81567.22,FRA,Europa,Francia,T3,2019
Accesorios,146518.11,138903.2,GBR,Europa,Reino Unido,T3,2019
Aplicaciones,202539.75,131094.32,GBR,Europa,Reino Unido,T3,2019
Celulares,529719.34,452631.22,GBR,Europa,Reino Unido,T3,2019
Musica,317343.38,196447.61,GBR,Europa,Reino Unido,T3,2019
PC,1147725.23,1072718.81,GBR,Europa,Reino Unido,T3,2019
Tablets,190757.66,165094.8,GBR,Europa,Reino Unido,T3,2019
TV,89433.14,55312.93,GBR,Europa,Reino Unido,T3,2019
Accesorios,30009.28,29315.91,GRC,Europa,Grecia,T3,2019
Aplicaciones,47083.53,32552.83,GRC,Europa,Grecia,T3,2019
Celulares,153131.48,137021.57,GRC,Europa,Grecia,T3,2019
Musica,81114.2,57701.4,GRC,Europa,Grecia,T3,2019
PC,218467.57,204100.43,GRC,Europa,Grecia,T3,2019
Tablets,45137.93,43449.53,GRC,Europa,Grecia,T3,2019
TV,24528.54,15316.52,GRC,Europa,Grecia,T3,2019
Accesorios,34774.44,33979.05,GTM,América,Guatemala,T3,2019
Aplicaciones,72560.84,42792.42,GTM,América,Guatemala,T3,2019
Celulares,126235.98,133711.02,GTM,América,Guatemala,T3,2019
Musica,82278.81,54263.62,GTM,América,Guatemala,T3,2019
PC,204782.81,183208.4,GTM,América,Guatemala,T3,2019
Tablets,52359.24,57911.97,GTM,América,Guatemala,T3,2019
TV,29726.54,22078.0,GTM,América,Guatemala,T3,2019
Accesorios,18737.95,18000.7,HUN,Europa,Hungría,T3,2019
Aplicaciones,35725.3,22961.36,HUN,Europa,Hungría,T3,2019
Celulares,104289.0,106208.45,HUN,Europa,Hungría,T3,2019
Musica,36612.1,29274.02,HUN,Europa,Hungría,T3,2019
PC,104289.0,105353.36,HUN,Europa,Hungría,T3,2019
Tablets,28209.32,28395.26,HUN,Europa,Hungría,T3,2019
TV,17150.52,10613.74,HUN,Europa,Hungría,T3,2019
Accesorios,508006.72,477724.57,IDN,Asia,Indonesia,T3,2019
Aplicaciones,763495.49,534944.53,IDN,Asia,Indonesia,T3,2019
Celulares,1993247.76,2085217.28,IDN,Asia,Indonesia,T3,2019
Musica,873295.84,539013.38,IDN,Asia,Indonesia,T3,2019
PC,2664443.43,2386258.06,IDN,Asia,Indonesia,T3,2019
Tablets,826314.73,788162.6,IDN,Asia,Indonesia,T3,2019
TV,422516.92,316069.26,IDN,Asia,Indonesia,T3,2019
Accesorios,1085386.36,901422.57,IND,Asia,India,T3,2019
Aplicaciones,2345972.87,1443675.61,IND,Asia,India,T3,2019
Celulares,5136871.63,4251204.11,IND,Asia,India,T3,2019
Musica,2040675.03,1311862.52,IND,Asia,India,T3,2019
PC,10643062.98,9911704.72,IND,Asia,India,T3,2019
Tablets,1737251.05,1389800.84,IND,Asia,India,T3,2019
TV,894710.37,536826.22,IND,Asia,India,T3,2019
Accesorios,9439.82,8071.73,IRL,Europa,Irlanda,T3,2019
Aplicaciones,18241.36,9949.83,IRL,Europa,Irlanda,T3,2019
Celulares,49765.25,41471.04,IRL,Europa,Irlanda,T3,2019
Musica,17797.99,10059.73,IRL,Europa,Irlanda,T3,2019
PC,78858.78,68202.19,IRL,Europa,Irlanda,T3,2019
Tablets,13705.4,11421.17,IRL,Europa,Irlanda,T3,2019
TV,7673.38,4185.48,IRL,Europa,Irlanda,T3,2019
Accesorios,185402.2,151692.71,IRN,Asia,Irán,T3,2019
Aplicaciones,270265.6,180177.07,IRN,Asia,Irán,T3,2019
Celulares,1030012.22,924908.93,IRN,Asia,Irán,T3,2019
Musica,342070.48,186583.9,IRN,Asia,Irán,T3,2019
PC,1116880.72,1076738.67,IRN,Asia,Irán,T3,2019
Tablets,247863.9,216086.48,IRN,Asia,Irán,T3,2019
TV,138774.1,90920.96,IRN,Asia,Irán,T3,2019
Accesorios,18594.62,16528.55,ISR,Asia,Israel,T3,2019
Aplicaciones,29661.5,19774.34,ISR,Asia,Israel,T3,2019
Celulares,66337.55,58799.2,ISR,Asia,Israel,T3,2019
Musica,46311.12,26175.85,ISR,Asia,Israel,T3,2019
PC,132675.11,115880.79,ISR,Asia,Israel,T3,2019
Tablets,26825.02,23385.92,ISR,Asia,Israel,T3,2019
TV,13021.16,7595.68,ISR,Asia,Israel,T3,2019
Accesorios,145426.32,124943.74,ITA,Europa,Italia,T3,2019
Aplicaciones,202103.05,110238.03,ITA,Europa,Italia,T3,2019
Celulares,510657.32,448382.04,ITA,Europa,Italia,T3,2019
Musica,228314.37,133183.38,ITA,Europa,Italia,T3,2019
PC,983766.31,866651.27,ITA,Europa,Italia,T3,2019
Tablets,203951.55,175624.95,ITA,Europa,Italia,T3,2019
TV,87905.53,58603.69,ITA,Europa,Italia,T3,2019
Accesorios,264021.85,228818.94,JPN,Asia,Japón,T3,2019
Aplicaciones,424730.81,267423.1,JPN,Asia,Japón,T3,2019
Celulares,913629.58,812115.18,JPN,Asia,Japón,T3,2019
Musica,512074.64,289433.49,JPN,Asia,Japón,T3,2019
PC,1649279.36,1466026.1,JPN,Asia,Japón,T3,2019
Tablets,357731.02,310033.55,JPN,Asia,Japón,T3,2019
TV,178363.08,104045.13,JPN,Asia,Japón,T3,2019
Accesorios,99894.17,91702.84,KEN,África,Kenia,T3,2019
Aplicaciones,198626.77,132737.48,KEN,África,Kenia,T3,2019
Celulares,483450.07,400315.61,KEN,África,Kenia,T3,2019
Musica,197098.87,112517.75,KEN,África,Kenia,T3,2019
PC,517633.4,441237.85,KEN,África,Kenia,T3,2019
Tablets,129082.39,119591.03,KEN,África,Kenia,T3,2019
TV,66639.41,42797.31,KEN,África,Kenia,T3,2019
Accesorios,110273.9,92930.82,KOR,Asia,República de Corea,T3,2019
Aplicaciones,169935.76,104085.65,KOR,Asia,República de Corea,T3,2019
Celulares,385578.38,342868.16,KOR,Asia,República de Corea,T3,2019
Musica,279544.32,174435.66,KOR,Asia,República de Corea,T3,2019
PC,690232.9,560356.42,KOR,Asia,República de Corea,T3,2019
Tablets,141900.67,130416.62,KOR,Asia,República de Corea,T3,2019
TV,76692.54,52256.71,KOR,Asia,República de Corea,T3,2019
Accesorios,238393.31,192833.7,MEX,América,México,T3,2019
Aplicaciones,430879.81,285303.99,MEX,América,México,T3,2019
Celulares,1226350.22,1019233.29,MEX,América,México,T3,2019
Musica,442848.69,304089.43,MEX,América,México,T3,2019
PC,1594255.29,1420762.8,MEX,América,México,T3,2019
Tablets,408783.41,328244.38,MEX,América,México,T3,2019
TV,188948.77,128745.79,MEX,América,México,T3,2019
Accesorios,70296.1,62546.8,MYS,Asia,Malasia,T3,2019
Aplicaciones,96577.02,54785.51,MYS,Asia,Malasia,T3,2019
Celulares,219129.92,199984.89,MYS,Asia,Malasia,T3,2019
Musica,148475.88,100963.6,MYS,Asia,Malasia,T3,2019
PC,635476.78,523209.22,MYS,Asia,Malasia,T3,2019
Tablets,90266.59,75716.84,MYS,Asia,Malasia,T3,2019
TV,47924.34,30476.33,MYS,Asia,Malasia,T3,2019
Accesorios,368296.32,309368.91,NGA,África,Nigeria,T3,2019
Aplicaciones,572275.82,382438.11,NGA,África,Nigeria,T3,2019
Celulares,2021626.52,1780496.29,NGA,África,Nigeria,T3,2019
Musica,774956.83,431157.8,NGA,África,Nigeria,T3,2019
PC,2188113.41,2047788.75,NGA,África,Nigeria,T3,2019
Tablets,488161.78,451278.45,NGA,África,Nigeria,T3,2019
TV,268383.32,162819.21,NGA,África,Nigeria,T3,2019
Accesorios,10547.21,9570.34,NOR,Europa,Noruega,T3,2019
Aplicaciones,19146.68,12677.83,NOR,Europa,Noruega,T3,2019
Celulares,42597.64,37423.28,NOR,Europa,Noruega,T3,2019
Musica,25440.26,16178.12,NOR,Europa,Noruega,T3,2019
PC,56650.47,49047.38,NOR,Europa,Noruega,T3,2019
Tablets,13946.94,11854.9,NOR,Europa,Noruega,T3,2019
TV,8351.21,5017.69,NOR,Europa,Noruega,T3,2019
Accesorios,82675.42,67594.9,PER,América,Perú,T3,2019
Aplicaciones,112272.24,73328.74,PER,América,Perú,T3,2019
Celulares,412478.43,343182.06,PER,América,Perú,T3,2019
Musica,156809.98,88460.13,PER,América,Perú,T3,2019
PC,492831.38,380890.35,PER,América,Perú,T3,2019
Tablets,122809.11,107378.58,PER,América,Perú,T3,2019
TV,57410.01,34754.83,PER,América,Perú,T3,2019
Accesorios,197176.0,182387.8,PHL,Asia,Filipinas,T3,2019
Aplicaciones,323887.84,218624.29,PHL,Asia,Filipinas,T3,2019
Celulares,717501.54,648686.62,PHL,Asia,Filipinas,T3,2019
Musica,473945.97,303325.42,PHL,Asia,Filipinas,T3,2019
PC,1160901.37,999707.36,PHL,Asia,Filipinas,T3,2019
Tablets,278491.16,231495.78,PHL,Asia,Filipinas,T3,2019
TV,154439.79,102101.86,PHL,Asia,Filipinas,T3,2019
Accesorios,83551.55,76058.86,POL,Europa,Polonia,T3,2019
Aplicaciones,159239.42,103391.88,POL,Europa,Polonia,T3,2019
Celulares,287986.18,260365.69,POL,Europa,Polonia,T3,2019
Musica,162424.21,101352.71,POL,Europa,Polonia,T3,2019
PC,436624.22,361541.97,POL,Europa,Polonia,T3,2019
Tablets,115686.76,105084.58,POL,Europa,Polonia,T3,2019
TV,51141.12,35798.79,POL,Europa,Polonia,T3,2019
Accesorios,20360.98,18740.76,PRT,Europa,Portugal,T3,2019
Aplicaciones,39883.11,26151.93,PRT,Europa,Portugal,T3,2019
Celulares,83848.75,68245.59,PRT,Europa,Portugal,T3,2019
Musica,39294.43,27244.14,PRT,Europa,Portugal,T3,2019
PC,154330.3,141297.97,PRT,Europa,Portugal,T3,2019
Tablets,29579.98,26094.03,PRT,Europa,Portugal,T3,2019
TV,14977.2,9618.69,PRT,Europa,Portugal,T3,2019
Accesorios,308423.92,269870.93,RUS,Asia,Rusia,T3,2019
Aplicaciones,570523.3,342313.98,RUS,Asia,Rusia,T3,2019
Celulares,1348994.36,1292134.55,RUS,Asia,Rusia,T3,2019
Musica,579688.34,356731.28,RUS,Asia,Rusia,T3,2019
PC,2532322.74,2441251.16,RUS,Asia,Rusia,T3,2019
Tablets,413588.53,356932.56,RUS,Asia,Rusia,T3,2019
TV,221384.04,129140.69,RUS,Asia,Rusia,T3,2019
Accesorios,80454.0,62802.88,SDN,África,Sudán,T3,2019
Aplicaciones,156597.96,92513.26,SDN,África,Sudán,T3,2019
Celulares,324795.78,285143.63,SDN,África,Sudán,T3,2019
Musica,214938.38,141859.33,SDN,África,Sudán,T3,2019
PC,797226.0,672003.18,SDN,África,Sudán,T3,2019
Tablets,136172.14,105957.72,SDN,África,Sudán,T3,2019
TV,56070.88,34390.14,SDN,África,Sudán,T3,2019
Accesorios,17120.85,13316.22,SVK,Europa,Eslovaquia,T3,2019
Aplicaciones,25681.28,15408.77,SVK,Europa,Eslovaquia,T3,2019
Celulares,56568.23,46092.63,SVK,Europa,Eslovaquia,T3,2019
Musica,38404.12,25602.75,SVK,Europa,Eslovaquia,T3,2019
PC,85429.57,72866.4,SVK,Europa,Eslovaquia,T3,2019
Tablets,21195.18,18545.79,SVK,Europa,Eslovaquia,T3,2019
TV,12704.25,7818.0,SVK,Europa,Eslovaquia,T3,2019
Accesorios,22811.3,19686.47,SWE,Europa,Suecia,T3,2019
Aplicaciones,34856.87,21450.38,SWE,Europa,Suecia,T3,2019
Celulares,79410.77,70488.22,SWE,Europa,Suecia,T3,2019
Musica,47790.19,27011.85,SWE,Europa,Suecia,T3,2019
PC,140821.77,126597.35,SWE,Europa,Suecia,T3,2019
Tablets,31247.43,26365.02,SWE,Europa,Suecia,T3,2019
TV,14214.85,7753.55,SWE,Europa,Suecia,T3,2019
Accesorios,150307.04,134145.0,THA,Asia,Tailandia,T3,2019
Aplicaciones,273238.58,149039.22,THA,Asia,Tailandia,T3,2019
Celulares,764542.56,653739.29,THA,Asia,Tailandia,T3,2019
Musica,361420.12,240946.75,THA,Asia,Tailandia,T3,2019
PC,1262102.0,1106286.94,THA,Asia,Tailandia,T3,2019
Tablets,262417.25,224385.76,THA,Asia,Tailandia,T3,2019
TV,114902.35,68941.41,THA,Asia,Tailandia,T3,2019
Accesorios,176263.72,138760.8,TUR,Asia,Turquía,T3,2019
Aplicaciones,313135.17,201301.18,TUR,Asia,Turquía,T3,2019
Celulares,677603.98,600603.52,TUR,Asia,Turquía,T3,2019
Musica,354796.93,223390.66,TUR,Asia,Turquía,T3,2019
PC,995996.2,853711.03,TUR,Asia,Turquía,T3,2019
Tablets,252806.38,223410.29,TUR,Asia,Turquía,T3,2019
TV,133334.98,83951.65,TUR,Asia,Turquía,T3,2019
Accesorios,113484.25,96025.14,TZA,África,Tanzania,T3,2019
Aplicaciones,202677.56,130292.72,TZA,África,Tanzania,T3,2019
Celulares,531584.12,433142.62,TZA,África,Tanzania,T3,2019
Musica,202001.97,134667.98,TZA,África,Tanzania,T3,2019
